FID	Longitude	Latitude	Type	NEIGH_NAME	BELEDIYE
330	39.584781	24.462028	معالجة حاويات النظافة	حى حرة الو	العقيق
331	39.586603	24.459048	معالجة حاويات النظافة	حى حرة الو	العقيق
332	39.586888	24.45859	معالجة حاويات النظافة	حى حرة الو	العقيق
333	39.586922	24.458438	معالجة حاويات النظافة	حى حرة الو	العقيق
334	39.587269	24.45796	معالجة حاويات النظافة	حى حرة الو	العقيق
335	39.587383	24.457269	معالجة حاويات النظافة	حى حرة الو	العقيق
336	39.582842	24.46534	إزالة اللوحات الدعائية المخالفة	حى حرة الو	العقيق
337	39.582852	24.465182	إزالة اللوحات الدعائية المخالفة	حى حرة الو	العقيق
338	39.583931	24.463215	إزالة اللوحات الدعائية المخالفة	حى حرة الو	العقيق
339	39.58441	24.462462	إزالة اللوحات الدعائية المخالفة	حى حرة الو	العقيق
340	39.584485	24.462391	إزالة اللوحات الدعائية المخالفة	حى حرة الو	العقيق
341	39.584629	24.462156	إزالة اللوحات الدعائية المخالفة	حى حرة الو	العقيق
342	39.585211	24.46128	إزالة اللوحات الدعائية المخالفة	حى حرة الو	العقيق
343	39.585109	24.461218	إزالة اللوحات الدعائية المخالفة	حى حرة الو	العقيق
344	39.586464	24.459166	إزالة اللوحات الدعائية المخالفة	حى حرة الو	العقيق
345	39.586535	24.459031	إزالة اللوحات الدعائية المخالفة	حى حرة الو	العقيق
346	39.586833	24.458631	إزالة اللوحات الدعائية المخالفة	حى حرة الو	العقيق
347	39.586861	24.458602	إزالة اللوحات الدعائية المخالفة	حى حرة الو	العقيق
348	39.587099	24.458082	إزالة اللوحات الدعائية المخالفة	حى حرة الو	العقيق
349	39.587176	24.457969	إزالة اللوحات الدعائية المخالفة	حى حرة الو	العقيق
350	39.587417	24.457596	إزالة اللوحات الدعائية المخالفة	حى حرة الو	العقيق
351	39.582471	24.465498	معالجة محطات الوقود	حى حرة الو	العقيق
352	39.586979	24.458225	معالجة محطات الوقود	حى حرة الو	العقيق
353	39.582665	24.465785	رخص المحلات	حى حرة الو	العقيق
354	39.583083	24.464888	رخص المحلات	حى حرة الو	العقيق
355	39.58643	24.459134	رخص المحلات	حى حرة الو	العقيق
356	39.583143	24.464884	اسكراب وتشليح	حى حرة الو	العقيق
357	39.58522	24.461258	إزالة الاستراحات واحواش الماشية والعشش والصناديق المنتشره علي مداخل المدينة	حى حرة الو	العقيق
358	39.58658	24.458961	اسكراب وتشليح	حى حرة الو	العقيق
359	39.650875	24.429401	اسكراب وتشليح	حى العهن	قباء
360	39.644634	24.425087	صبات خراصانية	حى العهن	قباء
361	39.643344	24.424564	صبات خراصانية	حى العهن	قباء
362	39.642722	24.424374	صبات خراصانية	حى العهن	قباء
363	39.649493	24.428265	إزالة الاستراحات واحواش الماشية والعشش والصناديق المنتشره علي مداخل المدينة	حى العهن	قباء
364	39.635014	24.422852	تنسيق الاشجار والزهور	حى العهن	قباء
365	39.634931	24.422829	تنسيق الاشجار والزهور	حى العهن	قباء
366	39.65058	24.429118	معالجة حاويات النظافة	حى العهن	قباء
367	39.650412	24.429019	معالجة حاويات النظافة	حى العهن	قباء
368	39.649633	24.428319	معالجة حاويات النظافة	حى العهن	قباء
369	39.648905	24.427926	معالجة حاويات النظافة	حى العهن	قباء
370	39.647973	24.427141	معالجة حاويات النظافة	حى العهن	قباء
371	39.647389	24.426628	معالجة حاويات النظافة	حى العهن	قباء
372	39.638045	24.423442	معالجة حاويات النظافة	حى العهن	قباء
373	39.637823	24.423538	معالجة حاويات النظافة	حى العهن	قباء
374	39.638697	24.423512	إزالة اللوحات الدعائية المخالفة	حى العهن	قباء
375	39.647609	24.426989	معالجة محطات الوقود	حى العهن	قباء
376	39.649496	24.42839	رخص المحلات	حى العهن	قباء
377	39.648894	24.427864	رخص المحلات	حى العهن	قباء
378	39.650412	24.429052	رخص المحلات	حى العهن	قباء
379	39.667277	24.449873	رخص المحلات	حي وادي مه	العوالي
380	39.657726	24.43508	إزالة الكتابات المشوهة للمظهر العام	حي وادي مه	العوالي
381	39.663087	24.440142	صبات خراصانية	حي وادي مه	العوالي
382	39.652684	24.43096	صبات خراصانية	حي وادي مه	العوالي
383	39.667365	24.449841	معالجة حاويات النظافة	حي وادي مه	العوالي
384	39.65934	24.436406	معالجة حاويات النظافة	حي وادي مه	العوالي
385	39.6659	24.44495	إزالة اللوحات الدعائية المخالفة	حي وادي مه	العوالي
386	39.656827	24.434517	إزالة اللوحات الدعائية المخالفة	حي وادي مه	العوالي
387	39.666805	24.447248	ازالة مخلفات البناء والهدم ونواتج الحفر	حي وادي مه	العوالي
388	39.666061	24.445313	رخص المحلات	حي وادي مه	العوالي
389	39.656161	24.433855	رخص المحلات	حي وادي مه	العوالي
390	39.666174	24.445488	رخص المحلات	حي وادي مه	العوالي
391	39.599503	24.495967	إزالة السيارات التالفة والمهملة	حى العـيـ	العيون
392	39.599404	24.495948	إزالة السيارات التالفة والمهملة	حى العـيـ	العيون
393	39.589876	24.491212	إزالة المظلات والهناكر (داخل الاحياء)	حى العـيـ	العيون
394	39.589046	24.490275	إزالة المباني الايلة للسقوط	حى العـيـ	العيون
395	39.600406	24.496011	صبات خراصانية	حى العـيـ	العيون
396	39.600342	24.495987	صبات خراصانية	حى العـيـ	العيون
397	39.599814	24.495942	صبات خراصانية	حى العـيـ	العيون
398	39.599758	24.49594	صبات خراصانية	حى العـيـ	العيون
399	39.599695	24.495934	صبات خراصانية	حى العـيـ	العيون
400	39.593023	24.493802	صبات خراصانية	حى العـيـ	العيون
401	39.592817	24.493564	صبات خراصانية	حى العـيـ	العيون
402	39.592855	24.493686	صبات خراصانية	حى العـيـ	العيون
403	39.592881	24.493592	صبات خراصانية	حى العـيـ	العيون
404	39.589415	24.49059	صبات خراصانية	حى العـيـ	العيون
405	39.588515	24.48943	صبات خراصانية	حى العـيـ	العيون
406	39.587555	24.487987	صبات خراصانية	حى العـيـ	العيون
407	39.597564	24.495629	تنسيق الاشجار والزهور	حى العـيـ	العيون
408	39.595731	24.494982	تنسيق الاشجار والزهور	حى العـيـ	العيون
409	39.587387	24.488215	إزالة الاستراحات واحواش الماشية والعشش والصناديق المنتشره علي مداخل المدينة	حى العـيـ	العيون
410	39.599658	24.495967	رخص المحلات	حى العـيـ	العيون
411	39.600581	24.49602	معالجة حاويات النظافة	حى العـيـ	العيون
412	39.592405	24.493363	معالجة حاويات النظافة	حى العـيـ	العيون
413	39.600429	24.495991	إزالة اللوحات الدعائية المخالفة	حى العـيـ	العيون
414	39.600073	24.495967	إزالة اللوحات الدعائية المخالفة	حى العـيـ	العيون
415	39.595343	24.495005	إزالة اللوحات الدعائية المخالفة	حى العـيـ	العيون
416	39.593074	24.49386	إزالة اللوحات الدعائية المخالفة	حى العـيـ	العيون
417	39.591994	24.49309	إزالة اللوحات الدعائية المخالفة	حى العـيـ	العيون
418	39.591945	24.493031	إزالة اللوحات الدعائية المخالفة	حى العـيـ	العيون
419	39.592646	24.493681	معالجة محطات الوقود	حى العـيـ	العيون
420	39.59297	24.49382	رخص المحلات	حى العـيـ	العيون
421	39.591163	24.492436	رخص المحلات	حى العـيـ	العيون
422	39.591189	24.492425	رخص المحلات	حى العـيـ	العيون
423	39.590986	24.492264	رخص المحلات	حى العـيـ	العيون
424	39.590785	24.492096	رخص المحلات	حى العـيـ	العيون
425	39.58905	24.490584	رخص المحلات	حى العـيـ	العيون
426	39.588642	24.489736	رخص المحلات	حى العـيـ	العيون
427	39.60025	24.495978	اسكراب وتشليح	حى العـيـ	العيون
428	39.589469	24.490661	اسكراب وتشليح	حى العـيـ	العيون
429	39.588428	24.489473	اسكراب وتشليح	حى العـيـ	العيون
430	39.587836	24.458516	إزالة الكتابات المشوهة للمظهر العام	حى الأصيف	العقيق
431	39.587668	24.458891	ازالة مخلفات البناء والهدم ونواتج الحفر	حى الأصيف	العقيق
432	39.587094	24.459911	تحسين وجهات	حى الأصيف	العقيق
433	39.586589	24.460669	إزالة المباني الايلة للسقوط	حى الأصيف	العقيق
434	39.586424	24.460906	إزالة الكتابات المشوهة للمظهر العام	حى الأصيف	العقيق
435	39.586477	24.461025	إزالة الكتابات المشوهة للمظهر العام	حى الأصيف	العقيق
436	39.586161	24.461264	إزالة الكتابات المشوهة للمظهر العام	حى الأصيف	العقيق
437	39.586106	24.461448	إزالة المباني الايلة للسقوط	حى الأصيف	العقيق
438	39.585432	24.462568	تحسين وجهات	حى الأصيف	العقيق
439	39.585238	24.462824	تحسين وجهات	حى الأصيف	العقيق
440	39.584789	24.463573	إزالة المباني الايلة للسقوط	حى الأصيف	العقيق
441	39.584784	24.463554	إزالة الكتابات المشوهة للمظهر العام	حى الأصيف	العقيق
442	39.584732	24.463703	إزالة المباني الايلة للسقوط	حى الأصيف	العقيق
443	39.583907	24.465279	إزالة الكتابات المشوهة للمظهر العام	حى الأصيف	العقيق
444	39.586287	24.461125	إزالة الاستراحات واحواش الماشية والعشش والصناديق المنتشره علي مداخل المدينة	حى الأصيف	العقيق
445	39.587165	24.459931	رخص المحلات	حى الأصيف	العقيق
446	39.5854	24.46263	رخص المحلات	حى الأصيف	العقيق
447	39.589342	24.456231	معالجة حاويات النظافة	حى الأصيف	العقيق
448	39.588454	24.457555	معالجة حاويات النظافة	حى الأصيف	العقيق
449	39.587673	24.458821	معالجة حاويات النظافة	حى الأصيف	العقيق
450	39.587054	24.459784	معالجة حاويات النظافة	حى الأصيف	العقيق
451	39.5864	24.460842	معالجة حاويات النظافة	حى الأصيف	العقيق
452	39.585187	24.462836	معالجة حاويات النظافة	حى الأصيف	العقيق
453	39.583657	24.465728	معالجة حاويات النظافة	حى الأصيف	العقيق
454	39.588254	24.457925	إزالة اللوحات الدعائية المخالفة	حى الأصيف	العقيق
455	39.587292	24.459453	إزالة اللوحات الدعائية المخالفة	حى الأصيف	العقيق
456	39.589432	24.45616	معالجة محطات الوقود	حى الأصيف	العقيق
457	39.585925	24.462134	معالجة محطات الوقود	حى الأصيف	العقيق
458	39.590412	24.454472	رخص المحلات	حى الأصيف	العقيق
459	39.589566	24.455856	رخص المحلات	حى الأصيف	العقيق
460	39.589054	24.456637	رخص المحلات	حى الأصيف	العقيق
461	39.588079	24.458185	رخص المحلات	حى الأصيف	العقيق
462	39.587918	24.458444	رخص المحلات	حى الأصيف	العقيق
463	39.587327	24.459422	رخص المحلات	حى الأصيف	العقيق
464	39.587342	24.459361	رخص المحلات	حى الأصيف	العقيق
465	39.586795	24.460249	رخص المحلات	حى الأصيف	العقيق
466	39.588561	24.457813	رخص المحلات	حى الأصيف	العقيق
467	39.586185	24.461293	رخص المحلات	حى الأصيف	العقيق
468	39.594505	24.445975	إزالة الكتابات المشوهة للمظهر العام	حى عروة	العقيق
469	39.595638	24.444241	صبات خراصانية	حى عروة	العقيق
470	39.595079	24.445196	تنسيق الاشجار والزهور	حى عروة	العقيق
471	39.591253	24.451079	معالجة حاويات النظافة	حى عروة	العقيق
472	39.59121	24.451364	إزالة اللوحات الدعائية المخالفة	حى عروة	العقيق
473	39.594806	24.445475	معالجة محطات الوقود	حى عروة	العقيق
474	39.590629	24.452438	ازالة مخلفات البناء والهدم ونواتج الحفر	حى عروة	العقيق
475	39.594271	24.446232	ازالة مخلفات البناء والهدم ونواتج الحفر	حى عروة	العقيق
476	39.591432	24.451074	اسكراب وتشليح	حى عروة	العقيق
477	39.583507	24.481084	صبات خراصانية	حى الـقـب	العقيق
478	39.583499	24.480748	صبات خراصانية	حى الـقـب	العقيق
479	39.582777	24.478826	تنسيق الاشجار والزهور	حى الـقـب	العقيق
480	39.582802	24.478916	تنسيق الاشجار والزهور	حى الـقـب	العقيق
481	39.582873	24.479087	تنسيق الاشجار والزهور	حى الـقـب	العقيق
482	39.581819	24.468861	تنسيق الاشجار والزهور	حى الـقـب	العقيق
483	39.581838	24.468772	تنسيق الاشجار والزهور	حى الـقـب	العقيق
484	39.581861	24.468684	تنسيق الاشجار والزهور	حى الـقـب	العقيق
485	39.581798	24.46895	تنسيق الاشجار والزهور	حى الـقـب	العقيق
486	39.581776	24.46904	تنسيق الاشجار والزهور	حى الـقـب	العقيق
487	39.581753	24.469127	تنسيق الاشجار والزهور	حى الـقـب	العقيق
488	39.581744	24.469216	تنسيق الاشجار والزهور	حى الـقـب	العقيق
489	39.581727	24.469306	تنسيق الاشجار والزهور	حى الـقـب	العقيق
490	39.581701	24.469484	تنسيق الاشجار والزهور	حى الـقـب	العقيق
491	39.582598	24.478617	إزالة الاستراحات واحواش الماشية والعشش والصناديق المنتشره علي مداخل المدينة	حى الـقـب	العقيق
492	39.581894	24.476429	معالجة حاويات النظافة	حى الـقـب	العقيق
493	39.581574	24.474454	معالجة حاويات النظافة	حى الـقـب	العقيق
494	39.581508	24.473825	معالجة حاويات النظافة	حى الـقـب	العقيق
495	39.581489	24.473665	معالجة حاويات النظافة	حى الـقـب	العقيق
496	39.581465	24.473542	معالجة حاويات النظافة	حى الـقـب	العقيق
497	39.581459	24.472959	معالجة حاويات النظافة	حى الـقـب	العقيق
498	39.581353	24.471825	معالجة حاويات النظافة	حى الـقـب	العقيق
499	39.58151	24.470974	معالجة حاويات النظافة	حى الـقـب	العقيق
500	39.581544	24.47035	معالجة حاويات النظافة	حى الـقـب	العقيق
501	39.581884	24.476389	إزالة اللوحات الدعائية المخالفة	حى الـقـب	العقيق
502	39.58154	24.474048	إزالة اللوحات الدعائية المخالفة	حى الـقـب	العقيق
503	39.581424	24.472408	إزالة اللوحات الدعائية المخالفة	حى الـقـب	العقيق
504	39.581353	24.472036	إزالة اللوحات الدعائية المخالفة	حى الـقـب	العقيق
505	39.581342	24.471058	إزالة اللوحات الدعائية المخالفة	حى الـقـب	العقيق
506	39.581493	24.470069	إزالة اللوحات الدعائية المخالفة	حى الـقـب	العقيق
507	39.581553	24.469912	إزالة اللوحات الدعائية المخالفة	حى الـقـب	العقيق
508	39.581941	24.476831	معالجة محطات الوقود	حى الـقـب	العقيق
509	39.581319	24.470884	معالجة محطات الوقود	حى الـقـب	العقيق
510	39.583506	24.480862	رخص المحلات	حى الـقـب	العقيق
511	39.582464	24.478101	رخص المحلات	حى الـقـب	العقيق
512	39.582363	24.477942	رخص المحلات	حى الـقـب	العقيق
513	39.582321	24.477798	رخص المحلات	حى الـقـب	العقيق
514	39.582154	24.47722	رخص المحلات	حى الـقـب	العقيق
515	39.581608	24.475291	رخص المحلات	حى الـقـب	العقيق
516	39.581375	24.473512	رخص المحلات	حى الـقـب	العقيق
517	39.581356	24.473328	رخص المحلات	حى الـقـب	العقيق
518	39.581383	24.471151	رخص المحلات	حى الـقـب	العقيق
519	39.581517	24.469912	رخص المحلات	حى الـقـب	العقيق
520	39.5817	24.47609	اسكراب وتشليح	حى الـقـب	العقيق
521	39.581378	24.472001	اسكراب وتشليح	حى الـقـب	العقيق
522	39.581479	24.470513	اسكراب وتشليح	حى الـقـب	العقيق
523	39.581532	24.47047	اسكراب وتشليح	حى الـقـب	العقيق
524	39.592125	24.492209	رخص المحلات	حى الراية	العيون
525	39.594424	24.493548	إزالة المظلات والهناكر (داخل الاحياء)	حى الراية	العيون
526	39.589926	24.489867	إزالة السيارات التالفة والمهملة	حى الراية	العيون
527	39.597378	24.494705	إزالة السيارات التالفة والمهملة	حى الراية	العيون
528	39.60069	24.495098	صبات خراصانية	حى الراية	العيون
529	39.589999	24.489929	معالجة حاويات النظافة	حى الراية	العيون
530	39.592816	24.492292	معالجة حاويات النظافة	حى الراية	العيون
531	39.596623	24.494393	معالجة حاويات النظافة	حى الراية	العيون
532	39.58942	24.489227	إزالة اللوحات الدعائية المخالفة	حى الراية	العيون
533	39.590701	24.490837	إزالة اللوحات الدعائية المخالفة	حى الراية	العيون
534	39.591259	24.491389	إزالة اللوحات الدعائية المخالفة	حى الراية	العيون
535	39.592444	24.492283	إزالة اللوحات الدعائية المخالفة	حى الراية	العيون
536	39.591186	24.491264	إزالة اللوحات الدعائية المخالفة	حى الراية	العيون
537	39.589185	24.488713	معالجة محطات الوقود	حى الراية	العيون
538	39.597784	24.494711	معالجة محطات الوقود	حى الراية	العيون
539	39.594884	24.493768	ازالة مخلفات البناء والهدم ونواتج الحفر	حى الراية	العيون
540	39.596451	24.494337	ازالة مخلفات البناء والهدم ونواتج الحفر	حى الراية	العيون
541	39.596994	24.494497	ازالة مخلفات البناء والهدم ونواتج الحفر	حى الراية	العيون
542	39.597904	24.494594	ازالة مخلفات البناء والهدم ونواتج الحفر	حى الراية	العيون
543	39.591253	24.491272	رخص المحلات	حى الراية	العيون
544	39.592163	24.49214	رخص المحلات	حى الراية	العيون
545	39.592041	24.492039	اسكراب وتشليح	حى الراية	العيون
546	39.585097	24.481633	إزالة الكتابات المشوهة للمظهر العام	حى الفتح	العيون
547	39.585137	24.481714	معالجة حاويات النظافة	حى الفتح	العيون
548	39.585342	24.481975	إزالة اللوحات الدعائية المخالفة	حى الفتح	العيون
549	39.585686	24.482712	إزالة اللوحات الدعائية المخالفة	حى الفتح	العيون
550	39.584941	24.481212	رخص المحلات	حى الفتح	العيون
551	39.585046	24.481486	إزالة الاستراحات واحواش الماشية والعشش والصناديق المنتشره علي مداخل المدينة	حى الفتح	العيون
552	39.58532	24.481998	رخص المحلات	حى الفتح	العيون
553	39.586275	24.483732	رخص المحلات	حى الفتح	العيون
554	39.583666	24.478655	إزالة المباني الايلة للسقوط	حى العناب	العقيق
555	39.583929	24.47937	صبات خراصانية	حى العناب	العقيق
556	39.582454	24.469818	تنسيق الاشجار والزهور	حى العناب	العقيق
557	39.582473	24.469734	تنسيق الاشجار والزهور	حى العناب	العقيق
558	39.582479	24.469636	تنسيق الاشجار والزهور	حى العناب	العقيق
559	39.582402	24.470446	تنسيق الاشجار والزهور	حى العناب	العقيق
560	39.582273	24.472162	معالجة حاويات النظافة	حى العناب	العقيق
561	39.582269	24.472583	معالجة حاويات النظافة	حى العناب	العقيق
562	39.582289	24.473065	معالجة حاويات النظافة	حى العناب	العقيق
563	39.582322	24.473645	معالجة حاويات النظافة	حى العناب	العقيق
564	39.582449	24.474651	معالجة حاويات النظافة	حى العناب	العقيق
565	39.582478	24.474818	معالجة حاويات النظافة	حى العناب	العقيق
566	39.582503	24.475018	معالجة حاويات النظافة	حى العناب	العقيق
567	39.582773	24.476392	معالجة حاويات النظافة	حى العناب	العقيق
568	39.582807	24.476607	معالجة حاويات النظافة	حى العناب	العقيق
569	39.583314	24.47814	معالجة حاويات النظافة	حى العناب	العقيق
570	39.583594	24.478832	معالجة حاويات النظافة	حى العناب	العقيق
571	39.582595	24.468987	معالجة حاويات النظافة	حى العناب	العقيق
572	39.582734	24.475671	معالجة حاويات النظافة	حى العناب	العقيق
573	39.582423	24.470064	إزالة اللوحات الدعائية المخالفة	حى العناب	العقيق
574	39.582365	24.472126	إزالة اللوحات الدعائية المخالفة	حى العناب	العقيق
575	39.582484	24.474344	إزالة اللوحات الدعائية المخالفة	حى العناب	العقيق
576	39.583222	24.477559	إزالة اللوحات الدعائية المخالفة	حى العناب	العقيق
577	39.583839	24.479219	إزالة اللوحات الدعائية المخالفة	حى العناب	العقيق
578	39.582462	24.471056	معالجة محطات الوقود	حى العناب	العقيق
579	39.583481	24.478382	ازالة مخلفات البناء والهدم ونواتج الحفر	حى العناب	العقيق
580	39.582597	24.469066	رخص المحلات	حى العناب	العقيق
581	39.582385	24.470208	رخص المحلات	حى العناب	العقيق
582	39.582336	24.472819	رخص المحلات	حى العناب	العقيق
583	39.582306	24.472996	رخص المحلات	حى العناب	العقيق
584	39.582465	24.474197	رخص المحلات	حى العناب	العقيق
585	39.582497	24.474301	رخص المحلات	حى العناب	العقيق
586	39.582487	24.47445	رخص المحلات	حى العناب	العقيق
587	39.582515	24.474761	رخص المحلات	حى العناب	العقيق
588	39.583232	24.477709	رخص المحلات	حى العناب	العقيق
589	39.583295	24.477882	رخص المحلات	حى العناب	العقيق
590	39.582423	24.471595	رخص المحلات	حى العناب	العقيق
591	39.582417	24.470031	رخص المحلات	حى العناب	العقيق
592	39.582645	24.475851	رخص المحلات	حى العناب	العقيق
593	39.582639	24.475393	اسكراب وتشليح	حى العناب	العقيق
594	39.583082	24.477338	اسكراب وتشليح	حى العناب	العقيق
595	39.585863	24.484799	إزالة المظلات والهناكر (داخل الاحياء)	حى بئر عثم	العيون
596	39.583697	24.481388	صبات خراصانية	حى بئر عثم	العيون
597	39.584726	24.482985	إزالة الاستراحات واحواش الماشية والعشش والصناديق المنتشره علي مداخل المدينة	حى بئر عثم	العيون
598	39.584743	24.482697	إزالة الاستراحات واحواش الماشية والعشش والصناديق المنتشره علي مداخل المدينة	حى بئر عثم	العيون
599	39.586923	24.486995	رخص المحلات	حى بئر عثم	العيون
600	39.586856	24.486514	رخص المحلات	حى بئر عثم	العيون
601	39.585125	24.483375	رخص المحلات	حى بئر عثم	العيون
602	39.585065	24.48326	إزالة الاستراحات واحواش الماشية والعشش والصناديق المنتشره علي مداخل المدينة	حى بئر عثم	العيون
603	39.584311	24.481907	اسكراب وتشليح	حى بئر عثم	العيون
604	39.668581	24.453216	إزالة السيارات التالفة والمهملة	حى جشم	العوالي
605	39.668556	24.453263	إزالة السيارات التالفة والمهملة	حى جشم	العوالي
606	39.667962	24.458616	إزالة السيارات التالفة والمهملة	حى جشم	العوالي
607	39.668804	24.453975	إزالة المظلات والهناكر (داخل الاحياء)	حى جشم	العوالي
608	39.665439	24.465263	إزالة المظلات والهناكر (داخل الاحياء)	حى جشم	العوالي
609	39.664353	24.467888	إزالة المظلات والهناكر (داخل الاحياء)	حى جشم	العوالي
610	39.663511	24.46987	إزالة المظلات والهناكر (داخل الاحياء)	حى جشم	العوالي
611	39.662975	24.470598	إزالة المظلات والهناكر (داخل الاحياء)	حى جشم	العوالي
612	39.662824	24.470868	إزالة المظلات والهناكر (داخل الاحياء)	حى جشم	العوالي
613	39.667723	24.459166	صبات خراصانية	حى جشم	العوالي
614	39.664062	24.468676	اسكراب وتشليح	حى جشم	العوالي
615	39.668769	24.453455	معالجة حاويات النظافة	حى جشم	العوالي
616	39.668633	24.453811	معالجة حاويات النظافة	حى جشم	العوالي
617	39.668496	24.455149	معالجة حاويات النظافة	حى جشم	العوالي
618	39.668365	24.456157	معالجة حاويات النظافة	حى جشم	العوالي
619	39.66825	24.456534	معالجة حاويات النظافة	حى جشم	العوالي
620	39.668095	24.457738	معالجة حاويات النظافة	حى جشم	العوالي
621	39.665097	24.46638	معالجة حاويات النظافة	حى جشم	العوالي
622	39.664105	24.468347	معالجة حاويات النظافة	حى جشم	العوالي
623	39.663131	24.470211	معالجة حاويات النظافة	حى جشم	العوالي
624	39.668013	24.457867	إزالة اللوحات الدعائية المخالفة	حى جشم	العوالي
625	39.664273	24.468333	إزالة اللوحات الدعائية المخالفة	حى جشم	العوالي
626	39.668227	24.456972	ازالة مخلفات البناء والهدم ونواتج الحفر	حى جشم	العوالي
627	39.668161	24.457074	ازالة مخلفات البناء والهدم ونواتج الحفر	حى جشم	العوالي
628	39.668429	24.455589	رخص المحلات	حى جشم	العوالي
629	39.667427	24.459916	رخص المحلات	حى جشم	العوالي
630	39.665137	24.466185	رخص المحلات	حى جشم	العوالي
631	39.668683	24.452887	اسكراب وتشليح	حى جشم	العوالي
632	39.667918	24.458223	اسكراب وتشليح	حى جشم	العوالي
633	39.656461	24.432846	إزالة المظلات والهناكر (داخل الاحياء)	حى وادي مذ	العوالي
634	39.664271	24.440279	إزالة المظلات والهناكر (داخل الاحياء)	حى وادي مذ	العوالي
635	39.664427	24.44061	إزالة المظلات والهناكر (داخل الاحياء)	حى وادي مذ	العوالي
636	39.664867	24.441309	إزالة المظلات والهناكر (داخل الاحياء)	حى وادي مذ	العوالي
637	39.665008	24.44149	إزالة المظلات والهناكر (داخل الاحياء)	حى وادي مذ	العوالي
638	39.656631	24.433048	صبات خراصانية	حى وادي مذ	العوالي
639	39.660688	24.436558	صبات خراصانية	حى وادي مذ	العوالي
640	39.657741	24.433624	إزالة الاستراحات واحواش الماشية والعشش والصناديق المنتشره علي مداخل المدينة	حى وادي مذ	العوالي
641	39.65342	24.430371	معالجة حاويات النظافة	حى وادي مذ	العوالي
642	39.654779	24.431444	معالجة حاويات النظافة	حى وادي مذ	العوالي
643	39.655382	24.431868	معالجة حاويات النظافة	حى وادي مذ	العوالي
644	39.664043	24.439771	معالجة حاويات النظافة	حى وادي مذ	العوالي
645	39.664788	24.441197	معالجة حاويات النظافة	حى وادي مذ	العوالي
646	39.665004	24.441522	معالجة حاويات النظافة	حى وادي مذ	العوالي
647	39.666096	24.443401	معالجة حاويات النظافة	حى وادي مذ	العوالي
648	39.667893	24.44775	معالجة حاويات النظافة	حى وادي مذ	العوالي
649	39.658092	24.433938	ازالة مخلفات البناء والهدم ونواتج الحفر	حى وادي مذ	العوالي
650	39.660556	24.436313	ازالة مخلفات البناء والهدم ونواتج الحفر	حى وادي مذ	العوالي
651	39.667266	24.44584	ازالة مخلفات البناء والهدم ونواتج الحفر	حى وادي مذ	العوالي
652	39.667359	24.446186	ازالة مخلفات البناء والهدم ونواتج الحفر	حى وادي مذ	العوالي
653	39.653143	24.429997	رخص المحلات	حى وادي مذ	العوالي
654	39.65483	24.431413	رخص المحلات	حى وادي مذ	العوالي
655	39.664467	24.440622	رخص المحلات	حى وادي مذ	العوالي
656	39.664704	24.440956	رخص المحلات	حى وادي مذ	العوالي
657	39.654896	24.431576	رخص المحلات	حى وادي مذ	العوالي
658	39.663032	24.438382	رخص المحلات	حى وادي مذ	العوالي
659	39.664106	24.440161	رخص المحلات	حى وادي مذ	العوالي
660	39.666342	24.443736	رخص المحلات	حى وادي مذ	العوالي
